Time,Amplitude
0,0
0.000002,0.01256604
0.000004,0.025130095
0.000006,0.037690183
0.000008,0.050244318
0.00001,0.06279052
0.000012,0.075326806
0.000014,0.087851197
0.000016,0.100361715
0.000018,0.112856385
0.00002,0.125333234
0.000022,0.137790291
0.000024,0.150225589
0.000026,0.162637165
0.000028,0.175023059
0.00003,0.187381315
0.000032,0.199709981
0.000034,0.21200711
0.000036,0.224270761
0.000038,0.236498997
0.00004,0.248689887
0.000042,0.260841506
0.000044,0.272951936
0.000046,0.285019262
0.000048,0.297041582
0.00005,0.309016994
0.000052,0.32094361
0.000054,0.332819545
0.000056,0.344642923
0.000058,0.356411879
0.00006,0.368124553
0.000062,0.379779096
0.000064,0.391373667
0.000066,0.402906436
0.000068,0.414375581
0.00007,0.425779292
0.000072,0.437115767
0.000074,0.448383216
0.000076,0.459579861
0.000078,0.470703932
0.00008,0.481753674
0.000082,0.492727342
0.000084,0.503623202
0.000086,0.514439534
0.000088,0.52517463
0.00009,0.535826795
0.000092,0.546394347
0.000094,0.556875616
0.000096,0.567268949
0.000098,0.577572703
0.0001,0.587785252
0.000102,0.597904983
0.000104,0.607930298
0.000106,0.617859613
0.000108,0.627691361
0.00011,0.63742399
0.000112,0.647055962
0.000114,0.656585756
0.000116,0.666011867
0.000118,0.675332808
0.00012,0.684547106
0.000122,0.693653306
0.000124,0.70264997
0.000126,0.711535677
0.000128,0.720309025
0.00013,0.728968627
0.000132,0.737513117
0.000134,0.745941145
0.000136,0.754251381
0.000138,0.762442511
0.00014,0.770513243
0.000142,0.778462302
0.000144,0.786288432
0.000146,0.793990399
0.000148,0.801566985
0.00015,0.809016994
0.000152,0.816339251
0.000154,0.823532598
0.000156,0.830595899
0.000158,0.83752804
0.00016,0.844327926
0.000162,0.850994482
0.000164,0.857526656
0.000166,0.863923417
0.000168,0.870183755
0.00017,0.87630668
0.000172,0.882291226
0.000174,0.888136449
0.000176,0.893841424
0.000178,0.899405252
0.00018,0.904827052
0.000182,0.910105971
0.000184,0.915241173
0.000186,0.920231847
0.000188,0.925077207
0.00019,0.929776486
0.000192,0.934328942
0.000194,0.938733858
0.000196,0.942990536
0.000198,0.947098305
0.0002,0.951056516
0.000202,0.954864545
0.000204,0.958521789
0.000206,0.962027672
0.000208,0.965381639
0.00021,0.968583161
0.000212,0.971631733
0.000214,0.974526873
0.000216,0.977268124
0.000218,0.979855052
0.00022,0.982287251
0.000222,0.984564335
0.000224,0.986685944
0.000226,0.988651745
0.000228,0.990461426
0.00023,0.992114701
0.000232,0.993611311
0.000234,0.994951017
0.000236,0.996133609
0.000238,0.9971589
0.00024,0.998026728
0.000242,0.998736957
0.000244,0.999289473
0.000246,0.999684189
0.000248,0.999921044
0.00025,1
0.000252,0.999921044
0.000254,0.999684189
0.000256,0.999289473
0.000258,0.998736957
0.00026,0.998026728
0.000262,0.9971589
0.000264,0.996133609
0.000266,0.994951017
0.000268,0.993611311
0.00027,0.992114701
0.000272,0.990461426
0.000274,0.988651745
0.000276,0.986685944
0.000278,0.984564335
0.00028,0.982287251
0.000282,0.979855052
0.000284,0.977268124
0.000286,0.974526873
0.000288,0.971631733
0.00029,0.968583161
0.000292,0.965381639
0.000294,0.962027672
0.000296,0.958521789
0.000298,0.954864545
0.0003,0.951056516
0.000302,0.947098305
0.000304,0.942990536
0.000306,0.938733858
0.000308,0.934328942
0.00031,0.929776486
0.000312,0.925077207
0.000314,0.920231847
0.000316,0.915241173
0.000318,0.910105971
0.00032,0.904827052
0.000322,0.899405252
0.000324,0.893841424
0.000326,0.888136449
0.000328,0.882291226
0.00033,0.87630668
0.000332,0.870183755
0.000334,0.863923417
0.000336,0.857526656
0.000338,0.850994482
0.00034,0.844327926
0.000342,0.83752804
0.000344,0.830595899
0.000346,0.823532598
0.000348,0.816339251
0.00035,0.809016994
0.000352,0.801566985
0.000354,0.793990399
0.000356,0.786288432
0.000358,0.778462302
0.00036,0.770513243
0.000362,0.762442511
0.000364,0.754251381
0.000366,0.745941145
0.000368,0.737513117
0.00037,0.728968627
0.000372,0.720309025
0.000374,0.711535677
0.000376,0.70264997
0.000378,0.693653306
0.00038,0.684547106
0.000382,0.675332808
0.000384,0.666011867
0.000386,0.656585756
0.000388,0.647055962
0.00039,0.63742399
0.000392,0.627691361
0.000394,0.617859613
0.000396,0.607930298
0.000398,0.597904983
0.0004,0.587785252
0.000402,0.577572703
0.000404,0.567268949
0.000406,0.556875616
0.000408,0.546394347
0.00041,0.535826795
0.000412,0.52517463
0.000414,0.514439534
0.000416,0.503623202
0.000418,0.492727342
0.00042,0.481753674
0.000422,0.470703932
0.000424,0.459579861
0.000426,0.448383216
