Time,Amplitude
0,1.000
0.000004,1.000
0.000008,1.000
0.000012,1.000
0.000016,1.000
0.00002,1.000
0.000024,1.000
0.000028,1.000
0.000032,1.000
0.000036,1.000
0.00004,1.000
0.000044,1.000
0.000048,1.000
0.000052,1.000
0.000056,1.000
0.00006,1.000
0.000064,1.000
0.000068,1.000
0.000072,1.000
0.000076,1.000
0.00008,1.000
0.000084,1.000
0.000088,1.000
0.000092,1.000
0.000096,1.000
0.0001,1.000
0.000104,1.000
0.000108,1.000
0.000112,1.000
0.000116,1.000
0.00012,1.000
0.000124,1.000
0.000128,1.000
0.000132,1.000
0.000136,1.000
0.00014,1.000
0.000144,1.000
0.000148,1.000
0.000152,1.000
0.000156,1.000
0.00016,1.000
0.000164,1.000
0.000168,1.000
0.000172,1.000
0.000176,1.000
0.00018,1.000
0.000184,1.000
0.000188,1.000
0.000192,1.000
0.000196,1.000
0.0002,1.000
0.000204,1.000
0.000208,1.000
0.000212,1.000
0.000216,1.000
0.00022,1.000
0.000224,1.000
0.000228,1.000
0.000232,1.000
0.000236,1.000
0.00024,1.000
0.000244,1.000
0.000248,1.000
0.000252,1.000
0.000256,1.000
0.00026,1.000
0.000264,1.000
0.000268,1.000
0.000272,1.000
0.000276,1.000
0.00028,1.000
0.000284,1.000
0.000288,1.000
0.000292,1.000
0.000296,1.000
0.0003,1.000
0.000304,1.000
0.000308,1.000
0.000312,1.000
0.000316,1.000
0.00032,1.000
0.000324,1.000
0.000328,1.000
0.000332,1.000
0.000336,1.000
0.00034,1.000
0.000344,1.000
0.000348,1.000
0.000352,1.000
0.000356,1.000
0.00036,1.000
0.000364,1.000
0.000368,1.000
0.000372,1.000
0.000376,1.000
0.00038,1.000
0.000384,1.000
0.000388,1.000
0.000392,1.000
0.000396,1.000
0.0004,1.000
0.000404,1.000
0.000408,1.000
0.000412,1.000
0.000416,1.000
0.00042,1.000
0.000424,1.000
0.000428,1.000
0.000432,1.000
0.000436,1.000
0.00044,1.000
0.000444,1.000
0.000448,1.000
0.000452,1.000
0.000456,1.000
0.00046,1.000
0.000464,1.000
0.000468,1.000
0.000472,1.000
0.000476,1.000
0.00048,1.000
0.000484,1.000
0.000488,1.000
0.000492,1.000
0.000496,1.000
0.0005,-1.000
0.000504,-1.000
0.000508,-1.000
0.000512,-1.000
0.000516,-1.000
0.00052,-1.000
0.000524,-1.000
0.000528,-1.000
0.000532,-1.000
0.000536,-1.000
0.00054,-1.000
0.000544,-1.000
0.000548,-1.000
0.000552,-1.000
0.000556,-1.000
0.00056,-1.000
0.000564,-1.000
0.000568,-1.000
0.000572,-1.000
0.000576,-1.000
0.00058,-1.000
0.000584,-1.000
0.000588,-1.000
0.000592,-1.000
0.000596,-1.000
0.0006,-1.000
0.000604,-1.000
0.000608,-1.000
0.000612,-1.000
0.000616,-1.000
0.00062,-1.000
0.000624,-1.000
0.000628,-1.000
0.000632,-1.000
0.000636,-1.000
0.00064,-1.000
0.000644,-1.000
0.000648,-1.000
0.000652,-1.000
0.000656,-1.000
0.00066,-1.000
0.000664,-1.000
0.000668,-1.000
0.000672,-1.000
0.000676,-1.000
0.00068,-1.000
0.000684,-1.000
0.000688,-1.000
0.000692,-1.000
0.000696,-1.000
0.0007,-1.000
0.000704,-1.000
0.000708,-1.000
0.000712,-1.000
0.000716,-1.000
0.00072,-1.000
0.000724,-1.000
0.000728,-1.000
0.000732,-1.000
0.000736,-1.000
0.00074,-1.000
0.000744,-1.000
0.000748,-1.000
0.000752,-1.000
0.000756,-1.000
0.00076,-1.000
0.000764,-1.000
0.000768,-1.000
0.000772,-1.000
0.000776,-1.000
0.00078,-1.000
0.000784,-1.000
0.000788,-1.000
0.000792,-1.000
0.000796,-1.000
0.0008,-1.000
0.000804,-1.000
0.000808,-1.000
0.000812,-1.000
0.000816,-1.000
0.00082,-1.000
0.000824,-1.000
0.000828,-1.000
0.000832,-1.000
0.000836,-1.000
0.00084,-1.000
0.000844,-1.000
0.000848,-1.000
0.000852,-1.000
0.000856,-1.000
0.00086,-1.000
0.000864,-1.000
0.000868,-1.000
0.000872,-1.000
0.000876,-1.000
0.00088,-1.000
0.000884,-1.000
0.000888,-1.000
0.000892,-1.000
0.000896,-1.000
0.0009,-1.000
0.000904,-1.000
0.000908,-1.000
0.000912,-1.000
0.000916,-1.000
0.00092,-1.000
0.000924,-1.000
0.000928,-1.000
0.000932,-1.000
0.000936,-1.000
0.00094,-1.000
0.000944,-1.000
0.000948,-1.000
0.000952,-1.000
0.000956,-1.000
0.00096,-1.000
0.000964,-1.000
0.000968,-1.000
0.000972,-1.000
0.000976,-1.000
0.00098,-1.000
0.000984,-1.000
0.000988,-1.000
0.000992,-1.000
0.000996,-1.000
0.001,1.000
